"PROVNUM","avg_share_hrs_all","avg_share_hrs_rn","avg_share_hrs_lpn","avg_share_hrs_cna","months_contract","fac_name","county","state","ownership","hospbase","n_cert_beds","qm_rating","overall_rating","health_inspection_rating","staffing_rating","longstay_qm_rating","nursing_staff_turnover","rn_turnover","na_hprd","lpn_hprd","rn_hprd"
"075411",0,0,0,0,0,"MATULAITIS NURSING HOME","Windham","CT","Non profit - Corporation","N",119,4,4,4,4,4,34,26.3,1.95305,0.55005,0.87134
"075412",0.0538559674886822,0.0105203779321421,0.121183224163626,0.0121947654425844,14,"LORD CHAMBERLAIN MANOR","Fairfield","CT","For profit - Limited Liability company","N",60,3,5,4,5,NA,38.7,58.3,2.46194,1.61093,1.19681
"075413",0.00216135955864706,0.196926227934989,0,0,3,"NORTHBRIDGE HEALTH CARE CENTER","Fairfield","CT","For profit - Corporation","N",145,2,1,1,2,2,39.7,50,1.97022,0.99305,0.30822
"075414",0.107858037276765,0.0076851604261947,0.173221496552671,0.111209017799574,15,"HAVENCARE AT HANCOCK HALL","Fairfield","CT","For profit - Corporation","N",96,4,5,5,4,4,48,47.6,2.13884,0.87205,0.68924
"075415",0.00394417356959204,0.0403056267983504,0,0,9,"COUNTRYSIDE MANOR OF BRISTOL","Hartford","CT","For profit - Limited Liability company","N",90,2,4,4,4,2,37.4,20,2.01376,0.73025,0.77824
"075416",0.0619762624860495,0.00702958307623292,0.120015086873773,0.0515973084132603,15,"CANDLEWOOD VALLEY HEALTH & REHABILITATION CENTER","Litchfield","CT","For profit - Limited Liability company","N",148,3,3,3,4,3,47.9,23.1,2.20153,0.87107,0.7628
"075418",0.00716651750172104,0.00183592208396198,0.0253433916757512,0,12,"AUTUMN LAKE HEALTHCARE AT BUCKS HILL","New Haven","CT","For profit - Individual","N",90,4,4,4,3,5,31,46.7,2.14722,1.01452,0.5171
"075419",0.177697019549691,0.193487636651628,0.188836810004389,0.172727025163397,15,"AMBERWOODS OF FARMINGTON","Hartford","CT","For profit - Limited Liability company","N",130,2,2,2,2,1,62,66.7,2.11344,1.00242,0.44578
"075420",0.00190293986304526,0.2,0.00337600544723919,0,10,"SUMMIT AT PLANTSVILLE, THE","Hartford","CT","For profit - Corporation","N",150,3,1,1,2,3,40.8,52.9,1.94264,0.91959,0.36352
"075421",0.0342531957688952,0.114206569482892,0,0.0176512038430637,15,"EDGEHILL HEALTH CENTER","Fairfield","CT","For profit - Corporation","N",46,5,5,5,5,5,25.4,23.5,2.9324,0.96983,1.49137
"075423",0.0573802133949545,0.0100521844928162,0.139807098412487,0.0351565141807702,14,"DAVIS PLACE","Windham","CT","For profit - Limited Liability company","N",190,3,5,5,2,2,31.3,27.3,2.49401,0.93193,0.60476
"075425",0.149474894750034,0.0305287088105646,0.0459854007100984,0.203667598973292,15,"VANDERMAN PLACE","Windham","CT","For profit - Limited Liability company","N",124,3,1,1,2,4,40.9,41.7,2.41511,0.8762,0.51876
"075429",0.0870091403278004,0.124492515196044,0.175505168568889,0.0472426661478649,15,"RIDGE CREST AT MEADOW RIDGE","Fairfield","CT","For profit - Limited Liability company","N",59,3,5,4,5,3,25.4,6.7,3.05062,0.93618,1.32119
"075431",0.210006026036085,0.120535425797816,0.0864904750503572,0.264327901536264,15,"TWIN MAPLES HEALTHCARE, INC","Middlesex","CT","For profit - Corporation","N",44,3,4,4,3,3,40,22.2,1.8648,0.39051,0.81045
"075432",0,0,0,0,0,"MATTATUCK HEALTH CARE FACILITY, INC.","New Haven","CT","For profit - Corporation","N",43,5,3,2,3,5,14.3,0,0.74247,0.04787,0.66059
"075434",0.0409971661002395,0.00138044882750042,0.102473676750774,0.0368581500751798,14,"ORANGE HEALTH CARE CENTER","New Haven","CT","For profit - Corporation","N",60,4,4,4,3,4,34.7,25,2.10805,0.53416,0.72301
"075436",0.0977486060853645,0.164082165331872,0.146105752152725,0.0661307164180625,15,"TOUCHPOINTS AT CHESTNUT","Hartford","CT","For profit - Limited Liability company","N",60,3,4,4,3,3,42.1,58.3,1.91147,0.84639,0.73264
"075437",0.142131640611432,0.0207774251450478,0.223386217997634,0.186830541761967,15,"AVALON HEALTH CARE CENTER AT STONERIDGE","New London","CT","For profit - Partnership","N",40,5,5,5,5,5,42.9,41.7,2.83381,0.46149,2.02117
"075438",0.154393416378921,0.0792282901484255,0.54366497032754,0.0567794888097783,15,"APPLE REHAB UNCASVILLE","New London","CT","For profit - Corporation","N",130,2,1,1,3,1,52.6,52.4,2.27259,0.64064,0.80372
"075439",0.0317600900199365,0.0364570714629296,0,0.0347964315388595,5,"BRADLEY HOME & PAVILION, THE","New Haven","CT","Non profit - Corporation","N",30,3,3,4,1,2,40.6,45.5,0.78778,0.11116,0.41653
"075440",0.0366977238064649,0.101052787186843,0.0419309789969211,0.00154811033416533,9,"SPRINGS AT WATERMARK 3030 PARK, THE","Fairfield","CT","For profit - Corporation","N",23,3,4,4,4,4,56.3,70.6,3.85257,1.27791,2.50873
"075441",0.148453206181013,0.311990824701048,0.0939486588091094,0.0918910577557847,15,"SPRINGS AT WATERMARK EAST HILL, THE","New Haven","CT","For profit - Corporation","N",35,4,4,4,4,4,59.5,69.2,3.19655,1.5598,1.89084
"075442",0.0307826811709251,0.067290284935153,0.0811508537324883,0.015548616268119,15,"60 WEST","Hartford","CT","For profit - Corporation","N",95,5,4,2,5,5,33.7,33.3,2.64491,0.96781,0.55672
"075443",0,0,0,0,0,"JOHN L. LEVITOW HEALTH CARE CENTER","Hartford","CT","Government - State","N",125,2,5,5,5,2,21.4,9.4,3.11844,0.92892,1.57767
"085001",0,0,0,0,0,"KENTMERE REHABILITATION AND HEALTHCARE CENTER","New Castle","DE","Non profit - Other","N",104,5,2,1,4,5,39.4,40,2.26757,0.86666,0.84955
"085002",0.0967649055765874,0.00846025845190874,0.115993332320799,0.113458812977844,9,"EXCELCARE AT WILMINGTON LLC","New Castle","DE","For profit - Limited Liability company","N",150,5,3,2,4,5,43.7,14.3,2.13885,0.88003,0.79427
"085003",0,0,0,0,0,"WILLOWBROOKE COURT AT COUNTRY HOUSE","New Castle","DE","Non profit - Corporation","N",14,5,5,4,5,NA,NA,NA,2.49582,0.72755,1.76144
"085004",0.345083376537222,0.187878599822323,0.276852782990538,0.399654813754645,15,"SPRINGS REHABILITATION AT BRANDYWINE","New Castle","DE","For profit - Limited Liability company","N",169,5,3,2,2,5,57.9,50,2.10394,0.86652,0.50629
"085006",0.192937274136463,0.175852833123656,0.085953082125511,0.253612519606734,15,"REGAL HEIGHTS HEALTHCARE & REHAB CENTER","New Castle","DE","For profit - Corporation","N",172,2,1,1,4,2,50.3,31.8,2.15989,1.22512,0.41307
"085009",0,0,0,0,0,"WILLOWBROOKE COURT SKILLED CENTER  AT MANOR HOUSE","Sussex","DE","Non profit - Corporation","N",15,3,5,4,5,5,28.2,26.7,2.13099,0.79814,1.24582
"085010",0.132904601713163,0.0799118069295788,0.288416613452564,0.0838191408592532,15,"MILFORD CENTER","Sussex","DE","For profit - Corporation","N",136,3,1,1,3,3,50.4,60.9,2.18963,0.90804,0.81291
"085012",0.254466152195494,0.474560474729124,0.2905608245844,0.184328633857796,15,"REGENCY HEALTHCARE & REHAB CENTER","New Castle","DE","For profit - Limited Liability company","N",100,NA,NA,NA,NA,NA,62.2,59.1,2.13686,1.05525,0.81385
"085013",0.224526979464803,0.141126868557929,0.261931888821509,0.229843861595777,15,"COMPLETE CARE AT HILLSIDE LLC","New Castle","DE","For profit - Limited Liability company","N",106,5,4,3,4,4,39.6,23.5,2.20545,0.83128,0.83816
"085015",0.067495820695097,0.0859793212901016,0.174283040258361,0.0143317778581512,14,"SEAFORD CENTER","Sussex","DE","For profit - Corporation","N",124,3,1,1,3,4,44.8,60,2.03557,0.87344,0.76652
"085017",0,0,0,0,0,"WILLOWBROOKE COURT AT COKESBURY VILLAGE","New Castle","DE","Non profit - Corporation","N",45,5,5,5,5,5,40.6,40,2.36954,0.66252,1.75508
"085019",0.0143751916185913,0.0280510318473612,0.0453911385633332,0.000453595942930233,8,"BAY TERRACE REHABILITATION AND HEALTH CENTER","Kent","DE","For profit - Corporation","N",77,4,4,4,4,4,44.3,35.3,2.37587,0.91865,1.07269
"085020",0.0417557624709852,0.0773295373361272,0.0208976497340869,0.0465333483558492,13,"PINNACLE REHABILITATION & HEALTH CENTER","Kent","DE","For profit - Limited Liability company","N",151,3,2,2,2,4,46.6,66.7,2.39922,0.83577,0.55125
"085021",0.261472681359719,0.183834152117397,0.267844579396573,0.267392965203737,15,"MILLCROFT LIVING","New Castle","DE","For profit - Limited Liability company","N",110,5,3,2,4,4,51,33.3,2.66667,1.57102,0.89828
"085025",0.127489197662156,0.0430998566137398,0.161430245460129,0.127632845410813,6,"EXCELCARE AT NEWARK LLC","New Castle","DE","For profit - Corporation","N",101,5,3,2,3,5,56.5,50,1.98623,0.88357,0.79393
"085026",0,0,0,0,0,"STONEGATES","New Castle","DE","For profit - Partnership","N",49,4,4,3,5,4,47.5,47.4,2.93915,1.28034,1.9073
"085027",0.155021296538114,0.48480138167053,0.187099377382006,0,15,"COMPLETE CARE AT SILVER LAKE LLC","Kent","DE","For profit - Limited Liability company","N",120,5,4,3,4,5,40.6,28.6,2.09571,0.6851,1.1809
"085028",0.10858595383339,0.0733291550816971,0.108859071280515,0.117513904688024,15,"WILMINGTON NURSING  & REHABILITATION CENTER","New Castle","DE","For profit - Corporation","N",138,4,1,1,3,4,70.5,78.9,2.11416,1.22701,0.61351
"085029",0.125988398587948,0.0880727611688028,0.393304895134376,0.0212020361429985,15,"DELAWARE BAY REHABILITATION AND HEALTHCARE  CENTER","Sussex","DE","For profit - Limited Liability company","N",139,3,3,3,3,4,46.4,46.2,2.12139,0.91537,0.48814
"085031",0.348899299904214,0.565110497781272,0.524140512480965,0.208532567349034,15,"SHIPLEY LIVING","New Castle","DE","For profit - Corporation","N",82,4,1,1,3,5,63.5,61.9,2.31646,1.01189,0.80077
"085032",0.135858795818558,0.0730441993181908,0.205250627137426,0.133587319470879,15,"WESTMINSTER VILLAGE HEALTH","Kent","DE","Non profit - Corporation","N",75,4,2,2,4,4,43.8,52.4,2.13216,0.87787,0.90621
"085033",0.598428069886274,0.73220043582552,0.671712459892761,0.539969771069037,15,"PIKE CREEK NURSING & REHABILITATION CENTER","New Castle","DE","For profit - Corporation","N",177,5,2,1,2,4,85.3,93.9,2.10532,1.13393,0.62611
"085034",0.119667614297004,0.0946745808369384,0.376786235244122,0.050832137090961,15,"EXCELCARE AT LEWES LLC","Sussex","DE","For profit - Individual","N",179,4,4,4,4,3,29.2,15,2.34299,0.71061,0.7147
"085035",NA,NA,NA,NA,NA,"DELAWARE HOSPITAL F/T CHRONICALLY ILL (DHCI)","Kent","DE","Government - State","N",175,5,5,5,5,5,14,20.5,6.24783,1.98275,2.56846
"085037",0.224745500584504,0.34773205749517,0.189151788834608,0.216144189774302,15,"ATLANTIC SHORES REHABILITATION & HEALTH CENTER","Sussex","DE","For profit - Limited Liability company","N",181,4,1,1,4,5,58.9,46.2,2.20343,0.95994,0.59516
"085039",0,0,0,0,0,"NEW CASTLE HEALTH AND REHABILITATION CENTER","New Castle","DE","For profit - Limited Liability company","N",120,5,3,2,4,5,33.7,33.3,2.14964,0.84718,0.76628
"085040",0.019700958160478,0,0.0918167127668695,0.00249975601596799,9,"LOFLAND PARK CENTER","Sussex","DE","For profit - Corporation","N",110,5,5,4,4,4,32.2,13,2.05467,0.71044,0.95296
"085041",0.0545908846990623,0.11394178920444,0.0328523955689012,0.0492922063706101,13,"DELMAR NURSING & REHABILITATION CENTER","Sussex","DE","For profit - Limited Liability company","N",109,3,3,3,4,5,41.8,43.8,2.28028,0.70284,0.69648
"085042",0.35040482124068,0.44857723076772,0.294709920049295,0.367715314191143,15,"COMPLETE CARE AT BRACKENVILLE LLC","New Castle","DE","For profit - Limited Liability company","N",104,5,3,2,3,5,67.2,57.1,2.32018,1.00459,0.83123
"085043",0.0843479296449177,0.363312150697699,0.0852841423550489,0.074401022186047,10,"KUTZ REHABILITATION AND NURSING","New Castle","DE","Non profit - Corporation","N",90,2,2,2,3,3,64.3,65,2.92568,1.12777,0.50627
"085047",0.062455661400172,0,0,0.0897730992470931,14,"GILPIN HALL","New Castle","DE","Non profit - Corporation","N",96,2,4,3,5,2,37,20,3.02715,1.13542,0.74165
"085048",0.00522591603820956,0,0.00675756443255559,0.00533633913956114,5,"CADIA REHABILITATION CAPITOL","Kent","DE","For profit - Limited Liability company","N",120,5,3,2,4,5,49.6,56,2.2838,0.70502,0.76957
"085050",0,0,0,0,0,"CADIA REHABILITATION BROADMEADOW","New Castle","DE","For profit - Corporation","N",120,5,5,4,4,5,40.4,41.7,2.20074,0.84845,0.82583
"085051",0.391769565369742,0.53750533362972,0.606075975555544,0.287151726181613,15,"DELAWARE VETERANS HOME","Sussex","DE","Government - State","N",144,2,4,4,4,2,NA,NA,3.33706,0.9338,2.26419
"085052",0.100578712571988,0.00968470103273047,0.166233984329994,0.0966285715577875,15,"CADIA REHABILITATION RENAISSANCE","Sussex","DE","For profit - Limited Liability company","N",130,4,3,3,3,4,64,47.8,2.16504,0.8748,0.60142
"085053",0.101803157611956,0.00373876175057633,0.341928841254577,0.0489262273206391,15,"THE MOORINGS AT LEWES","Sussex","DE","Non profit - Corporation","N",40,5,5,5,5,3,40.4,30.8,2.15492,1.0373,1.3069
"085054",0.0941500478760818,0.144271051278401,0.141716966980717,0.0605161571445617,15,"CADIA REHABILITATION PIKE CREEK","New Castle","DE","For profit - Limited Liability company","N",177,5,2,2,1,5,54.8,71.4,2.16357,1.54268,0.67711
"085056",0.0432069683304233,0.0207055126109923,0.0693723907631565,0.0428099095495521,6,"CADIA REHABILITATION SILVERSIDE","New Castle","DE","For profit - Limited Liability company","N",116,4,4,4,4,5,53.9,47.6,2.20566,0.91986,1.03181
"085057",0.191593050844972,0.309779386461824,0.325699000592521,0.0755100472121116,15,"CENTER AT EDEN HILL, LLC","Kent","DE","For profit - Individual","N",80,5,5,4,3,NA,63.5,72.7,2.67864,1.33002,1.28514
"085058",0.607976912647468,0.808112179063724,0.80468550590507,0.435323966953171,15,"POLARIS HEALTHCARE AND REHABILITATION CENTER","Sussex","DE","For profit - Limited Liability company","N",100,3,2,2,3,2,72.5,52,1.96513,0.73046,1.40303
"085060",0,0,0,0,0,"FOULK LIVING","New Castle","DE","For profit - Corporation","N",46,4,3,3,3,5,NA,NA,2.49394,0.72461,1.13631
"08A006",0,0,0,0,0,"JEANNE JUGAN RESIDENCE","New Castle","DE","Non profit - Corporation","N",40,4,5,5,5,4,24.3,11.1,2.82916,1.69454,1.67705
"08A015",0,0,0,0,0,"EXCEPTIONAL CARE FOR CHILDREN","New Castle","DE","Non profit - Corporation","N",46,5,5,5,5,5,22.4,16,4.78792,2.34517,4.35061
"08A020",0.0330196535909655,0.0146183970018352,0.0198770416788383,0.0455198424707531,15,"NEWARK MANOR NURSING HOME","New Castle","DE","For profit - Individual","N",67,3,4,4,3,3,42.3,53.3,2.21765,0.98017,0.59264
"095014",0,0,0,0,0,"WASHINGTON CTR FOR AGING SVCS","The District","DC","Non profit - Corporation","N",259,3,3,2,5,3,12.1,20,2.42407,0.89586,1.02064
"095015",0.123201957751688,0.219110614567594,0.0183327938923385,0.122423529582277,14,"SERENITY REHABILITATION AND HEALTH CENTER LLC","The District","DC","For profit - Limited Liability company","N",183,4,3,3,3,5,45.7,41.3,1.76293,0.6712,1.00538
"095019",0,0,0,0,0,"DEANWOOD REHABILITATION AND WELLNESS CENTER","The District","DC","For profit - Corporation","N",296,4,2,1,5,5,24.1,26.2,2.39183,0.89372,0.76829
"095020",0,0,0,0,0,"STODDARD BAPTIST NURSING HOME","The District","DC","Non profit - Corporation","N",164,5,2,2,1,5,43.3,71.4,1.42268,0.5817,0.44298
"095022",0.232258395406903,0.198824541495743,0.173715512289354,0.258214283630537,15,"CAPITOL CITY REHAB AND HEALTHCARE CENTER","The District","DC","For profit - Limited Liability company","N",360,4,1,1,4,5,47.6,48.9,2.78636,0.68777,0.962
"095024",0.197101647061226,0.106593608321134,0.0402328142595228,0.328487265593307,15,"BRIDGEPOINT SUB-ACUTE & REHAB NATIONAL HARBORSIDE","The District","DC","For profit - Limited Liability company","N",125,3,1,1,3,4,34.6,21.8,1.84846,0.72687,1.93337
"095025",0,0,0,0,0,"LISNER LOUISE DICKSON HURTHOME","The District","DC","Non profit - Corporation","N",60,5,5,5,5,5,23.6,18.8,3.1854,0.89341,1.21889
"095026",0.000708655790934613,0,0,0.0010730553922544,2,"KNOLLWOOD HSC","The District","DC","Non profit - Corporation","N",69,5,5,3,5,3,16.4,8.3,3.35645,1.14668,1.11185
"095027",0.332106165934784,0.329116226446603,0.18256442619131,0.337491113799461,14,"BRIDGEPOINT SUBACUTE AND REHAB CAPITOL HILL","The District","DC","For profit - Corporation","N",117,4,3,3,2,4,54.8,38.2,1.75859,0.84678,1.87557
"095028",0.100345981376222,0.132894106746204,0.227559111589877,0.0697129502543484,15,"INGLESIDE AT ROCK CREEK","The District","DC","Non profit - Corporation","N",34,4,3,3,4,4,50,61.5,3.27871,0.65264,2.10635
"095030",0,0,0,0,0,"SIBLEY MEM HOSP RENAISSANCE","The District","DC","Non profit - Other","Y",45,4,4,3,5,NA,25.7,22.7,2.47901,0,6.27454
"095031",0,0,0,0,0,"INSPIRE REHABILITATION AND HEALTH CENTER LLC","The District","DC","For profit - Limited Liability company","N",180,4,2,2,4,5,33.3,50,2.35617,0.70395,0.85601
"095034",0.00152980547086336,0,0,0.00270646114061053,2,"ASCENSION LIVING CARROLL MANOR","The District","DC","Non profit - Church related","N",252,4,5,4,5,5,19.3,17.9,2.01381,0.93654,0.72937
"095036",0,0,0,0,0,"UNIQUE REHABILITATION AND HEALTH CENTER LLC","The District","DC","For profit - Corporation","N",230,5,3,2,4,5,32.8,35.1,2.62138,0.52895,0.94569
"095038",0.00849983325964644,0.0133771817663317,0.014381101048416,0.00396467408565209,7,"FOREST HILLS OF DC","The District","DC","Non profit - Corporation","N",55,5,5,3,5,5,29.6,25,2.455,0.57133,1.57138
"095040",0.211238934601519,0.334754545840026,NA,0.0376096568096396,15,"THE HSC PEDIATRIC SKILLED NURSING FACILITY","The District","DC","Non profit - Corporation","N",16,5,4,4,1,5,NA,NA,NA,NA,NA
"09E020",0,0,0,0,0,"JEANNE JUGAN RESIDENCE","The District","DC","Non profit - Corporation","N",40,5,5,5,5,5,8.1,10,4.48274,0.69768,1.82385
"105001",0.236857623055218,0.494958863882471,0.254960910699417,0.160866977067178,12,"BEDROCK REHABILITATION AND NURSING CENTER AT LAKE","Lake","FL","For profit - Limited Liability company","N",90,5,4,3,2,5,66.9,78.3,2.07877,0.78258,0.6745
"105002",0.0408301604095402,0.0567645596360598,0.061928278774303,0.030881382971343,8,"BEACH STREET HEALTH AND REHABILITATION CENTER","Volusia","FL","For profit - Corporation","N",99,5,4,3,3,5,52.1,46.7,2.05342,0.73999,0.59257
"105005",0,0,0,0,0,"CORAL GABLES NURSING AND REHABILITATION CENTER","Miami-Dade","FL","For profit - Limited Liability company","N",87,3,5,5,4,4,26.2,27.6,2.66068,0.09506,1.58895
"105008",0.000671968224070933,0.00184068004469797,0.00200828382254658,8.7966704602308e-05,2,"BISCAYNE HEALTH AND REHABILITATION CENTER","Miami-Dade","FL","For profit - Limited Liability company","N",98,5,4,3,4,5,22.1,38.9,2.12427,0.4894,0.78929
"105009",0.00900360237829276,0.038906342822861,0,0,5,"GOLFCREST NURSING CENTER","Broward","FL","For profit - Individual","N",67,4,2,2,4,4,36.7,52,2.24332,0.09843,1.30413
"105012",0.0767086827425354,0.0572622750171742,0.216253972241131,0.0692057435642802,5,"ASPIRE AT THE SEA - PASADENA","Pinellas","FL","For profit - Limited Liability company","N",58,3,2,2,2,4,69.6,80,2.11869,0.85489,0.50745
"105016",0.0672831656650747,0.1533366330077,0.154922362862033,0.0234130819457376,15,"RIVER GARDEN HEBREW HOME FOR THE AGED","Duval","FL","Non profit - Corporation","N",180,4,5,5,5,4,34.4,41.9,3.14949,0.69137,1.05658
"105029",0.000440708829017713,0.00732908567226682,0,0,13,"COMMUNITY CONVALESCENT CENTER","Hillsborough","FL","For profit - Corporation","N",120,5,3,2,3,5,21.3,26.7,2.0708,0.7609,0.50561
"105030",0,0,0,0,0,"MIAMI JEWISH HEALTH SYSTEMS, INC","Miami-Dade","FL","Non profit - Corporation","N",438,1,3,3,5,1,26.6,33.9,3.99292,1.3912,0.9217
"105037",0.0131178956075027,0.00551537871816929,0.0504939665217887,0,5,"PALMS AT SEBRING NURSING AND REHABILITATION THE","Highlands","FL","Non profit - Corporation","N",120,4,3,3,2,4,41.9,50,2.18725,0.90575,0.40687
"105038",0.0925960492649005,0.00267045294673341,0.184411258364337,0.0673084875636944,15,"BEACHSIDE CENTER FOR REHABILITATION AND NURSING","Volusia","FL","For profit - Limited Liability company","N",239,4,3,4,1,4,64.9,76.7,2.05266,0.91844,0.48054
"105039",0.000199892568737344,0.00120136589851124,0,0,13,"REHABILITATION CENTER OF THE PALM BEACHES,THE","Palm Beach","FL","Non profit - Corporation","N",109,5,5,4,4,5,16.3,29.2,2.07038,0.4784,0.99992
"105045",0,0,0,0,0,"BRADEN RIVER REHABILITATION CENTER LLC","Manatee","FL","For profit - Corporation","N",208,4,3,3,4,4,53.9,37.5,2.25703,0.94615,0.55031
"105050",0.0235663085888655,0.0286783563179438,0.0615301767507644,0.00918526916055018,10,"SHORE ACRES CARE CENTER AND REHAB","Pinellas","FL","For profit - Limited Liability company","N",109,3,3,3,2,5,50,66.7,2.16052,0.86037,0.43954
"105052",0.000777412403806482,0.00633998652945605,0,0,4,"SEASIDE HEALTH AND REHABILITATION CENTER","Volusia","FL","For profit - Limited Liability company","N",192,5,5,4,4,5,47.3,20,2.03028,0.8115,0.66379
"105057",0.00401888787944869,0.0103892977879597,0.0035776035664432,0.00206268671689159,4,"PINES NURSING HOME","Miami-Dade","FL","For profit - Limited Liability company","N",46,1,1,1,3,1,44.2,78.6,2.35545,0.83475,0.78174
"105067",0.00334397463794435,0.0278772699207129,0,0,3,"BOULEVARD REHABILITATION CENTER","Palm Beach","FL","For profit - Limited Liability company","N",167,5,4,3,2,5,41.6,81.5,2.25333,0.94528,0.37855
"105071",0.0214831627655349,0.0659083929363773,0.0603820954467034,0,15,"BAYSIDE CARE CENTER","Pinellas","FL","For profit - Limited Liability company","N",92,3,2,2,2,4,45.9,54.5,2.08413,0.91368,0.38222
"105072",0.101139301544317,0.1831931115441,0.318547303913214,0.00557102368414609,15,"LEXINGTON HEALTHCARE AND REHABILITATION CENTER","Pinellas","FL","For profit - Limited Liability company","N",159,4,3,3,2,5,52,55,2.16976,0.93959,0.42258
"105083",0,0,0,0,0,"BROWARD NURSING & REHABILITATION CENTER","Broward","FL","For profit - Limited Liability company","N",198,4,4,3,5,5,20.2,33.3,2.56845,0.7786,0.76396
"105089",0.0172210764222958,0,0.0568952180236359,0.00738225727004816,8,"PEARL AT FORT LAUDERDALE REHABILITATION AND NURSIN","Broward","FL","For profit - Limited Liability company","N",206,3,2,2,3,5,43.9,48.5,2.12661,0.62682,0.858
"105117",0.000320355076277735,0.00261769036722564,0,0,11,"SOUTH HERITAGE HEALTH & REHABILITATION CENTER","Pinellas","FL","Non profit - Corporation","N",69,4,3,3,3,5,46.4,69.2,2.07957,0.66767,0.63376
"105119",0.00361969919877779,0.0112655525348668,0.0105442274111609,0,9,"WILTON MANORS HEALTHCARE & REHABILITATION CENTER","Broward","FL","For profit - Individual","N",147,3,3,3,3,4,24,42.1,2.06403,0.93463,0.57842
"105120",0,0,0,0,0,"SERENITY BAY NURSING AND REHABILITATION CENTER","Miami-Dade","FL","For profit - Individual","N",143,5,2,1,3,5,32.2,63.6,2.34595,0.69476,0.5752
"105125",0.00217177297682237,0.0133296987178339,0.00336812226060276,7.27767987565567e-05,6,"TERRACES OF LAKE WORTH CARE CENTER AND REHAB","Palm Beach","FL","For profit - Limited Liability company","N",99,4,5,5,3,5,26.9,50,2.20669,0.72182,0.71823
"105128",0,0,0,0,0,"MORTON PLANT REHABILITATION CENTER","Pinellas","FL","Non profit - Corporation","N",120,3,4,3,5,3,28.6,25.8,2.63081,0.62007,1.38071
"105132",0.0167349141006071,0.00112799314465713,0.00866500599307991,0.0228719497087166,4,"ASPIRE AT LAKESIDE OAKS","Pinellas","FL","For profit - Corporation","N",93,4,3,3,2,5,NA,NA,2.07292,0.64913,0.62623
"105135",0.0427756518217586,0.0551764025592979,0.0582583314067597,0.0343456635019661,13,"RIVERWOOD CENTER","Duval","FL","For profit - Corporation","N",240,5,2,1,2,5,60.4,50,2.07105,0.94185,0.40226
"105138",2.488515115646e-05,0,0,3.35808584258698e-05,2,"JACKSONVILLE CENTER FOR REHABILITATION AND HEALTHC","Duval","FL","For profit - Corporation","N",120,4,2,2,3,4,64.3,33.3,2.43463,0.94629,0.27278
"105140",0.0592052075368044,0.0449937592957641,0.198848239569459,0.011177090086637,15,"THE BRISTOL CARE CENTER","Hillsborough","FL","For profit - Limited Liability company","N",266,4,1,1,2,5,55.9,70,2.20381,0.92837,0.53671
"105145",0.121604185493205,0.00706590933658656,0.2569271412429,0.0809791920339847,15,"PARKSIDE HEALTH AND REHABILITATION CENTER","Volusia","FL","For profit - Limited Liability company","N",122,5,5,4,3,5,58.6,42.9,2.02281,0.83806,0.48929
"105146",0.0268796135409202,0.090391044435526,0.0700365245880098,0.000518269031081921,7,"VENTURA HEALTH AND REHABILITATION CENTER","Palm Beach","FL","For profit - Corporation","N",99,4,1,1,3,5,34.9,66.7,2.10103,0.57153,0.95234
"105147",0.195927832562839,0.182801230000982,0.319667410930494,0.143705379737316,15,"PINES OF SARASOTA","Sarasota","FL","Non profit - Corporation","N",171,4,4,4,4,4,61,51.6,2.41782,1.09731,0.64705
"105148",0,0,0,0,0,"ASPIRE AT EMERALD SHORES","Bay","FL","For profit - Limited Liability company","N",77,4,5,5,2,3,NA,NA,2.06452,0.81305,0.58193
"105149",0,0,0,0,0,"NORTH HEALTHCARE AND REHABILITATION CENTER","Pinellas","FL","For profit - Individual","N",45,5,5,4,4,5,26.2,NA,2.11482,0.88711,0.52942
"105153",0.0552942928643447,0.218835637582095,0.0222784685285429,0.0390402960360317,12,"PINECREST REHABILITATION CENTER","Miami-Dade","FL","For profit - Corporation","N",100,5,4,3,4,4,19.6,57.1,2.4757,0.88936,0.57368
"105155",0.00206173780628393,0.0020823638504009,0.00879961858830884,0,11,"SARASOTA HEALTH AND REHABILITATION CENTER","Sarasota","FL","Non profit - Other","N",144,3,1,1,4,4,43.3,50,2.08201,0.63231,0.69885
"105158",0,0,0,0,0,"TALLAHASSEE MEMORIAL HOSPITAL EXTENDED CARE","Leon","FL","Non profit - Corporation","N",113,5,5,5,5,NA,37,27.9,3.31544,1.32631,3.81533
"105159",0.0736552733588085,0.0949668639708607,0.196861655329714,0.00855902702746894,9,"GREENBRIAR HEALTHCARE REHABILITATION AND NURSING C","Manatee","FL","For profit - Individual","N",79,4,2,2,3,5,67,75,2.36369,0.87195,0.58604
"105166",0.00215475859525117,0.00333588653302338,0.00735039306110129,0,5,"MADISON POINTE CARE CENTER","Pasco","FL","For profit - Limited Liability company","N",119,5,3,2,2,5,43.2,50,2.14562,0.78811,0.4658
"105172",0.00257780145640751,0.0140905655830868,0.00572624367893916,0,3,"FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","Miami-Dade","FL","For profit - Limited Liability company","N",139,5,5,4,3,5,31.2,35,2.41327,0.63433,0.795
